0.000000000000000000e+00,5.000000000000000000e+00,2.411644430890562131e-10,-3.759000000000000000e+11,-3.573503779670228882e+11
1.000000000000000000e+01,0.000000000000000000e+00,2.411647772007226996e-10,-3.580000000000000000e+11,-4.033860792247962036e+11
-9.000000000000000000e+00,0.000000000000000000e+00,2.411647452678706183e-10,-3.580000000000000000e+11,-3.481784233104843140e+11
-1.000000000000000000e+00,0.000000000000000000e+00,2.411630688466749439e-10,-3.580000000000000000e+11,-3.799311736866030884e+11
3.000000000000000000e+00,0.000000000000000000e+00,2.411640851566502464e-10,-3.580000000000000000e+11,-3.909508349165189209e+11
0.000000000000000000e+00,9.000000000000000000e+00,2.411637401172402224e-10,-3.902200000000000000e+11,-3.628341347761320190e+11
0.000000000000000000e+00,-8.000000000000000000e+00,2.411604438501039082e-10,-3.293600000000000000e+11,-3.982250052862987061e+11
-5.000000000000000000e+00,0.000000000000000000e+00,2.411625580414389189e-10,-3.580000000000000000e+11,-3.675870375421383667e+11
0.000000000000000000e+00,-2.000000000000000000e+00,2.411636877035494613e-10,-3.508400000000000000e+11,-3.630127373831092529e+11
0.000000000000000000e+00,2.000000000000000000e+00,2.411622105907880002e-10,-3.651600000000000000e+11,-4.048942540921480103e+11
0.000000000000000000e+00,0.000000000000000000e+00,2.411638577143348443e-10,-3.580000000000000000e+11,-3.809682483011954956e+11
0.000000000000000000e+00,-1.000000000000000000e+01,2.411617598790307861e-10,-3.222000000000000000e+11,-3.958505994528115234e+11
0.000000000000000000e+00,-5.000000000000000000e+00,2.411621483475359503e-10,-3.401000000000000000e+11,-3.995799601373532715e+11
0.000000000000000000e+00,7.000000000000000000e+00,2.411637133347328410e-10,-3.830600000000000000e+11,-3.871894771016218262e+11
-1.000000000000000000e+01,0.000000000000000000e+00,2.411617403830772358e-10,-3.580000000000000000e+11,-3.453784768988944702e+11
6.000000000000000000e+00,0.000000000000000000e+00,2.411614176471699372e-10,-3.580000000000000000e+11,-3.885097307250783081e+11
0.000000000000000000e+00,3.000000000000000000e+00,2.411623499203860861e-10,-3.687400000000000000e+11,-3.867020422931185913e+11
0.000000000000000000e+00,-6.000000000000000000e+00,2.411621308301989938e-10,-3.365200000000000000e+11,-3.968982578582152100e+11
0.000000000000000000e+00,8.000000000000000000e+00,2.411645774765597113e-10,-3.866400000000000000e+11,-3.698913591760832520e+11
0.000000000000000000e+00,-7.000000000000000000e+00,2.411628440832818214e-10,-3.329400000000000000e+11,-3.939728265119416504e+11
4.000000000000000000e+00,0.000000000000000000e+00,2.411638413684105912e-10,-3.580000000000000000e+11,-4.256038913808098145e+11
-8.000000000000000000e+00,0.000000000000000000e+00,2.411631745175756537e-10,-3.580000000000000000e+11,-3.682471002735634155e+11
0.000000000000000000e+00,-4.000000000000000000e+00,2.411620964181587656e-10,-3.436800000000000000e+11,-3.740265426857842407e+11
1.000000000000000000e+00,0.000000000000000000e+00,2.411633907272807979e-10,-3.580000000000000000e+11,-3.925076493756315918e+11
0.000000000000000000e+00,4.000000000000000000e+00,2.411628088293356148e-10,-3.723200000000000000e+11,-3.940452539315177612e+11
9.000000000000000000e+00,0.000000000000000000e+00,2.411637253097941538e-10,-3.580000000000000000e+11,-4.137824830920093384e+11
-4.000000000000000000e+00,0.000000000000000000e+00,2.411635516357908312e-10,-3.580000000000000000e+11,-3.695900109769867554e+11
8.000000000000000000e+00,0.000000000000000000e+00,2.411633624302389054e-10,-3.580000000000000000e+11,-4.002546589486293335e+11
-6.000000000000000000e+00,0.000000000000000000e+00,2.411643519520747086e-10,-3.580000000000000000e+11,-3.736844957387340698e+11
7.000000000000000000e+00,0.000000000000000000e+00,2.411620404970636987e-10,-3.580000000000000000e+11,-4.316039402961695557e+11
